Date,Temp
1985-11-25,16.2
1985-11-26,16.0
1985-11-27,14.0
1985-11-28,13.7
1985-11-29,12.5
1985-11-30,12.8
1985-12-01,12.3
1985-12-02,15.2
1985-12-03,15.0
1985-12-04,16.4
1985-12-05,16.1
1985-12-06,14.6
1985-12-07,18.2
1985-12-08,16.4
1985-12-09,16.6
1985-12-10,14.7
1985-12-11,15.8
1985-12-12,14.1
1985-12-13,13.5
1985-12-14,13.6
1985-12-15,13.7
1985-12-16,13.6
1985-12-17,12.1
1985-12-18,12.7
1985-12-19,13.3
1985-12-20,14.2
1985-12-21,15.0
1985-12-22,13.7
1985-12-23,12.0
1985-12-24,13.1
1985-12-25,13.2
1985-12-26,13.3
1985-12-27,11.5
1985-12-28,10.8
1985-12-29,12.0
1985-12-30,16.3
1985-12-31,14.4
