Date,Temp
1983-04-11,15.5
1983-04-12,11.1
1983-04-13,11.7
1983-04-14,11.5
1983-04-15,9.8
1983-04-16,6.2
1983-04-17,6.7
1983-04-18,7.5
1983-04-19,8.8
1983-04-20,8.0
1983-04-21,10.4
1983-04-22,14.5
1983-04-23,16.5
1983-04-24,14.1
1983-04-25,10.5
1983-04-26,12.6
1983-04-27,13.0
1983-04-28,8.7
1983-04-29,10.1
1983-04-30,12.0
1983-05-01,12.5
1983-05-02,13.5
1983-05-03,13.7
1983-05-04,13.5
1983-05-05,10.7
1983-05-06,13.0
1983-05-07,11.6
1983-05-08,13.0
1983-05-09,11.2
1983-05-10,13.5
1983-05-11,12.9
1983-05-12,6.8
1983-05-13,10.0
1983-05-14,14.5
1983-05-15,11.7
1983-05-16,6.7
1983-05-17,4.6
1983-05-18,4.9
1983-05-19,7.4
1983-05-20,8.3
1983-05-21,7.5
1983-05-22,6.2
1983-05-23,7.8
1983-05-24,13.2
1983-05-25,11.9
1983-05-26,6.5
1983-05-27,8.3
1983-05-28,12.1
1983-05-29,9.3
1983-05-30,7.5
1983-05-31,9.3
1983-06-01,11.0
1983-06-02,10.8
1983-06-03,5.3
1983-06-04,7.6
1983-06-05,5.6
1983-06-06,7.2
1983-06-07,9.6
1983-06-08,7.0
1983-06-09,8.3
1983-06-10,7.8
1983-06-11,4.7
1983-06-12,6.8
1983-06-13,7.2
1983-06-14,8.3
1983-06-15,9.5
1983-06-16,4.7
1983-06-17,3.0
1983-06-18,1.5
1983-06-19,2.5
1983-06-20,6.2
1983-06-21,11.6
1983-06-22,6.6
1983-06-23,6.6
1983-06-24,8.0
1983-06-25,7.9
1983-06-26,3.3
1983-06-27,3.9
1983-06-28,6.0
1983-06-29,4.0
1983-06-30,5.5
1983-07-01,8.5
1983-07-02,9.8
1983-07-03,9.5
1983-07-04,7.2
1983-07-05,8.1
1983-07-06,8.0
1983-07-07,8.5
1983-07-08,8.8
1983-07-09,8.3
1983-07-10,2.4
1983-07-11,4.9
1983-07-12,5.9
1983-07-13,6.7
1983-07-14,8.4
1983-07-15,6.5
1983-07-16,7.9
1983-07-17,4.1
1983-07-18,5.4
1983-07-19,7.5
1983-07-20,3.9
1983-07-21,2.5
1983-07-22,5.3
1983-07-23,6.6
1983-07-24,0.0
1983-07-25,0.7
1983-07-26,7.6
1983-07-27,12.3
1983-07-28,9.2
1983-07-29,9.6
1983-07-30,9.5
1983-07-31,10.0
1983-08-01,7.7
1983-08-02,8.0
1983-08-03,8.3
1983-08-04,8.3
1983-08-05,4.5
1983-08-06,6.5
1983-08-07,9.4
1983-08-08,9.4
1983-08-09,10.5
1983-08-10,10.7
1983-08-11,9.9
1983-08-12,7.6
1983-08-13,5.8
1983-08-14,8.5
1983-08-15,13.8
1983-08-16,14.3
1983-08-17,8.3
1983-08-18,5.3
1983-08-19,3.0
1983-08-20,5.2
1983-08-21,10.3
1983-08-22,11.1
1983-08-23,10.5
1983-08-24,9.0
1983-08-25,13.0
1983-08-26,6.4
1983-08-27,8.4
1983-08-28,6.7
1983-08-29,8.3
1983-08-30,11.2
1983-08-31,10.0
1983-09-01,10.1
1983-09-02,10.6
1983-09-03,10.9
1983-09-04,5.7
1983-09-05,9.5
1983-09-06,10.4
1983-09-07,11.1
1983-09-08,12.2
1983-09-09,10.6
1983-09-10,8.8
1983-09-11,9.2
1983-09-12,5.5
1983-09-13,7.1
1983-09-14,6.5
1983-09-15,4.3
1983-09-16,5.0
1983-09-17,11.2
1983-09-18,7.5
1983-09-19,12.0
1983-09-20,13.6
1983-09-21,8.3
1983-09-22,8.5
1983-09-23,12.9
1983-09-24,7.7
1983-09-25,7.6
1983-09-26,3.5
1983-09-27,10.4
1983-09-28,15.4
1983-09-29,10.6
1983-09-30,9.6
1983-10-01,9.3
1983-10-02,13.9
1983-10-03,7.7
1983-10-04,9.5
1983-10-05,7.6
1983-10-06,6.9
1983-10-07,6.8
1983-10-08,5.8
1983-10-09,6.0
1983-10-10,8.3
1983-10-11,9.1
1983-10-12,12.5
1983-10-13,13.2
1983-10-14,16.2
1983-10-15,12.5
1983-10-16,11.8
1983-10-17,10.6
1983-10-18,10.0
1983-10-19,12.2
1983-10-20,8.9
1983-10-21,10.3
1983-10-22,7.5
1983-10-23,11.6
1983-10-24,12.6
1983-10-25,12.9
1983-10-26,11.7
1983-10-27,14.0
1983-10-28,12.3
1983-10-29,9.0
1983-10-30,9.2
1983-10-31,9.8
1983-11-01,11.8
1983-11-02,10.6
1983-11-03,12.6
1983-11-04,11.0
1983-11-05,8.2
1983-11-06,7.5
1983-11-07,13.6
1983-11-08,14.8
1983-11-09,10.9
1983-11-10,7.7
1983-11-11,10.2
1983-11-12,10.8
1983-11-13,10.8
1983-11-14,12.5
1983-11-15,13.2
1983-11-16,8.7
1983-11-17,5.7
1983-11-18,9.8
1983-11-19,7.3
1983-11-20,10.8
1983-11-21,10.0
1983-11-22,16.2
1983-11-23,15.0
1983-11-24,14.5
1983-11-25,15.9
1983-11-26,14.9
1983-11-27,14.2
1983-11-28,15.8
1983-11-29,17.2
1983-11-30,17.6
1983-12-01,12.1
1983-12-02,11.4
1983-12-03,13.0
1983-12-04,13.2
1983-12-05,12.0
1983-12-06,15.3
1983-12-07,12.7
1983-12-08,12.1
1983-12-09,13.8
1983-12-10,10.9
1983-12-11,12.0
1983-12-12,16.5
1983-12-13,15.0
1983-12-14,11.2
1983-12-15,13.9
1983-12-16,15.0
1983-12-17,14.8
1983-12-18,15.0
1983-12-19,13.3
1983-12-20,20.4
1983-12-21,18.0
1983-12-22,12.2
1983-12-23,16.7
1983-12-24,13.8
1983-12-25,17.5
1983-12-26,15.0
1983-12-27,13.9
1983-12-28,11.1
1983-12-29,16.1
1983-12-30,20.4
1983-12-31,18.0
