Date,Temp
1986-06-21,5.5
1986-06-22,5.7
1986-06-23,5.7
1986-06-24,6.6
1986-06-25,6.0
1986-06-26,6.9
1986-06-27,7.7
1986-06-28,8.0
1986-06-29,3.9
1986-06-30,0.8
1986-07-01,2.8
1986-07-02,8.0
1986-07-03,9.8
1986-07-04,11.4
1986-07-05,8.6
1986-07-06,5.2
1986-07-07,6.6
1986-07-08,5.7
1986-07-09,4.6
1986-07-10,5.8
1986-07-11,7.0
1986-07-12,4.8
1986-07-13,4.4
1986-07-14,4.4
1986-07-15,7.9
1986-07-16,10.6
1986-07-17,5.0
1986-07-18,7.6
1986-07-19,9.2
1986-07-20,9.7
1986-07-21,8.8
1986-07-22,6.8
1986-07-23,9.4
1986-07-24,11.0
1986-07-25,2.5
1986-07-26,2.1
1986-07-27,5.4
1986-07-28,6.2
1986-07-29,7.8
1986-07-30,7.4
1986-07-31,9.3
1986-08-01,9.3
1986-08-02,9.5
1986-08-03,8.5
1986-08-04,10.0
1986-08-05,7.7
1986-08-06,9.3
1986-08-07,9.1
1986-08-08,3.5
1986-08-09,3.6
1986-08-10,2.5
1986-08-11,1.7
1986-08-12,2.7
1986-08-13,2.9
1986-08-14,5.3
1986-08-15,7.7
1986-08-16,9.1
1986-08-17,9.4
1986-08-18,7.3
1986-08-19,8.4
1986-08-20,9.2
1986-08-21,6.6
1986-08-22,9.7
1986-08-23,12.4
1986-08-24,10.2
1986-08-25,5.9
1986-08-26,7.1
1986-08-27,7.5
1986-08-28,9.7
1986-08-29,12.2
1986-08-30,5.6
1986-08-31,5.4
1986-09-01,8.3
1986-09-02,10.6
1986-09-03,9.1
1986-09-04,11.3
1986-09-05,10.9
1986-09-06,8.9
1986-09-07,6.3
1986-09-08,9.0
1986-09-09,6.1
1986-09-10,9.1
1986-09-11,9.6
1986-09-12,6.0
1986-09-13,10.0
1986-09-14,11.0
1986-09-15,6.2
1986-09-16,8.3
1986-09-17,11.3
1986-09-18,11.3
1986-09-19,6.7
1986-09-20,6.6
1986-09-21,11.4
1986-09-22,6.9
1986-09-23,10.6
1986-09-24,8.6
1986-09-25,11.3
1986-09-26,12.5
1986-09-27,9.9
1986-09-28,6.9
1986-09-29,5.5
1986-09-30,7.8
1986-10-01,11.0
1986-10-02,16.2
1986-10-03,9.9
1986-10-04,8.7
1986-10-05,10.5
1986-10-06,12.2
1986-10-07,10.6
1986-10-08,8.3
1986-10-09,5.5
1986-10-10,9.0
1986-10-11,6.4
1986-10-12,7.2
1986-10-13,12.9
1986-10-14,12.0
1986-10-15,7.3
1986-10-16,9.7
1986-10-17,8.4
1986-10-18,14.7
1986-10-19,9.5
1986-10-20,7.9
1986-10-21,6.8
1986-10-22,12.6
1986-10-23,5.2
1986-10-24,7.5
1986-10-25,8.7
1986-10-26,7.6
1986-10-27,9.0
1986-10-28,7.2
1986-10-29,10.7
1986-10-30,13.1
1986-10-31,13.9
1986-11-01,10.8
1986-11-02,10.4
1986-11-03,9.1
1986-11-04,16.0
1986-11-05,21.0
1986-11-06,16.2
1986-11-07,8.6
1986-11-08,9.2
1986-11-09,12.5
1986-11-10,9.7
1986-11-11,12.5
1986-11-12,10.3
1986-11-13,12.0
1986-11-14,11.0
1986-11-15,14.8
1986-11-16,15.0
1986-11-17,15.3
1986-11-18,10.3
1986-11-19,10.7
1986-11-20,10.5
1986-11-21,8.9
1986-11-22,8.1
1986-11-23,11.5
1986-11-24,12.8
1986-11-25,9.1
1986-11-26,14.6
1986-11-27,11.6
1986-11-28,11.2
1986-11-29,12.6
1986-11-30,7.5
1986-12-01,11.0
1986-12-02,14.5
1986-12-03,18.5
1986-12-04,15.4
1986-12-05,13.1
1986-12-06,16.3
1986-12-07,20.2
1986-12-08,11.5
1986-12-09,12.4
1986-12-10,10.9
1986-12-11,12.7
1986-12-12,12.2
1986-12-13,12.4
1986-12-14,9.8
1986-12-15,8.5
1986-12-16,14.7
1986-12-17,12.0
1986-12-18,10.3
1986-12-19,11.0
1986-12-20,10.2
1986-12-21,12.6
1986-12-22,11.6
1986-12-23,9.7
1986-12-24,13.4
1986-12-25,10.5
1986-12-26,14.7
1986-12-27,14.6
1986-12-28,14.2
1986-12-29,13.2
1986-12-30,11.7
1986-12-31,17.2
